id,day,priority,owner,depends_on,task,deliverable,acceptance_criteria,verification,estimate_hours,status,evidence,blocker
EN-A02,2026-09-16,P1,Agent,EN-A01,Study A: nondimensional reduction of the lumped bias model and preregistered collapse test,analysis/nondimensional.py; analysis/tests/test_nondimensional.py (10 tests); docs/studyA_nondimensional.md,"Lumped balance reduced exactly to 5 groups (Pi_G,N_Q,N_r,f_sky,Pi_d) with a closed-form theta; closed form tracks the full nonlinear solver to ~0.23 C / 2-4% median; p95 relative residual 12-64% TRIPS the preregistered ~3% kill criterion => collapse is regime-dependent not universal; Biot gate shows printed polymers (Bi 0.1-0.6) violate the isothermal-wall assumption; all results SIMULATION-only","PYTHONPATH=. python -m unittest analysis.tests.test_nondimensional (10 OK); PYTHONPATH=. python -m analysis.nondimensional (R^2=0.972, kill criterion TRIPPED); full suite 100 OK; compileall 0",3,done,docs/studyA_nondimensional.md,CHT check (Study B) needs the FEA toolchain (stub); experimental collapse (Studies C/D) is physically gated
EN-W01,2026-09-21,P0,Agent,EN-A02,"Day 1: rebaseline, research-direction decision record (two directions, K2 post-build benchmark, claim matrix), Study A regime diagnostic","docs/research-direction-2026-09-21.md; analysis/nondimensional.py (regime(), groups+regime in --out CSV, per-regime summary); analysis/tests/test_nondimensional.py::RegimeDiagnosticTests (4); evidence/week-2026-09-21/baseline.md","Decision record presents Direction A (pre-build prediction) and B (PR #20 engineering study) for the OWNER to choose, names the post-build benchmark for K2, folds in claims C1-C8 with permitted/prohibited wording; regime bins set by mechanism not fit; near-zero bias yields no relative residual; CSV refuses overwrite; defaults unmutated; thermal tables byte-identical; no PhD/universal/validated self-labels in new artifacts",PYTHONPATH=. python -m unittest discover -s analysis/tests (104 OK); PYTHONPATH=. python -m analysis.nondimensional (per-regime table); compileall 0; tables cmp identical,4,done,evidence/week-2026-09-21/baseline.md,"Question freeze is the owner's decision (not made here); PR #20 merge is the owner's; kill-criterion relative->absolute re-registration proposed, not applied"
EN-W02,2026-09-22,P0,Agent,EN-W01,"Day 2: full-text competitor packet (T1), competitor matrix + K2 benchmark (T2), gap-to-measurement translation (T3)","paper/references.bib (+6); literature/literature_matrix.csv (+6); literature/sensor_material_geometry_summary.md; ProConsList/{bernard2019,nakamura2005,vonrohden2022,barkjohn2021,couzo2024,ishizuka2012}.md; docs/COMPETITOR_MATRIX_2026-09-22.csv; docs/research-direction-2026-09-21.md s9-s10; erratum in docs/PHD_SCOPE_AND_NOVELTY.md","All six sources read in full (access routes and blocks recorded); no assessment from an abstract; two author mis-citations from the abstract-level scan corrected with a visible erratum; Barkjohn 2021 correctly recorded as containing no own T/RH bias; matrix states 'not found in the checked sources' not global novelty; Bernard 2019 treated as the serious competitor; K2 benchmark defined (Bernard two-coefficient fit + Nakamura single-group regression on held-out geometries); every gap mapped to an observable, instrument/model input and forbidden shortcut; coverage 32/32",python analysis/check_literature_coverage.py (32/32 complete); full suite 104 OK; tables byte-identical; links resolve,5,done,evidence/week-2026-09-21/day2.md,Pre-build claim remains SIMULATION-only until held-out printed geometries exist (Study C/D); Direction A vs B choice is the owner's
EN-W03,2026-09-23,P1,Agent,EN-W02,"Day 3: Study B CHT design (W1, extended with the Section 9 reuse assessment) and dimensionless extension contract (W2)",docs/specs/study-b-cht/design.md; cross-link in docs/studyA_nondimensional.md; evidence/week-2026-09-21/day3.md,"Engineering-audit CAD briefing read in full and cited by commit; smallest CHT study specified with NO invented dimensions; solver modes state what each can/cannot validate; validation hierarchy with numerical thresholds + rationale, marked as verification not application limits; five thermal benchmarks with independent expected answers precede any CHT claim; reuse assessment lists shared vs enclosure-specific components, accepted (none) vs unresolved dimensions, 7-point geometry contract, CAD->thermal ledger mapping; CadQuery/Onshape vs SOLIDWORKS-COM conflict surfaced as a PROPOSAL only, CAD statuses untouched; W2 groups each trace to a mechanism, input, limit and failure mode with a dimensional check; model-agreement tolerance left TBD",python analysis/check_literature_coverage.py (32/32); full suite 104 OK; tables byte-identical; links resolve,4,done,evidence/week-2026-09-21/day3.md,Toolchain install not authorised; all CAD tasks deferred pending EN-CAD-02 owner inventory; CAD_PLAN tooling rewording awaits owner decision
EN-W04,2026-09-22,P1,Agent,EN-W02,"Literature review against the model's own uncited constants, the Biot claim, the self-heating origin papers, and Study A/pilot methodology",literature/REVIEW_2026-09-22.md (thematic review + model-input provenance table); paper/references.bib (+27); literature/literature_matrix.csv (+27); literature/sensor_material_geometry_summary.md; 27 ProConsList entries; corrected Biot table in docs/studyA_nondimensional.md,"27 sources added: 25 read in full, 2 (churchill1975, barcohen1984) recorded full-read-pending with NO content attributed; non-archival venues flagged (MIT monograph, NACA report, unreviewed LANL report, proceedings); preprint/author-manuscript reads declared. Every ASSUMPTIONS entry mapped to cited / cited-but-revise / still-uncited / lab. Corrections recorded rather than silently applied: T_sky fixed 20 K unsupported (dewpoint-dependent, 4-34 K); h = 5+4U is Juerges 4.0U+5.6, U<=5 m/s, free-stream not U10 (U10 slopes 0.90-2.9); eps 0.90 above measured polymer 0.86-0.89; alpha 0.90 under-predicts measured black 0.95. Biot table corrected: printed PLA measures 0.182-0.267 not handbook 0.13, so the old table inflated Bi by 40-105 %; claim retained with the mechanism reattributed to anisotropy/infill/foaming. Barkjohn's 2.7-5.3 C shown to be two single numbers from two papers with two different asserted mechanisms; no source measures the watts.",python analysis/check_literature_coverage.py (59/59 complete); full suite 104 OK; tables byte-identical; links resolve; bib keys unique,8,done,literature/REVIEW_2026-09-22.md,"Enclosure/vented-cavity convection still has no full-read archival source (churchill1975, barcohen1984, elenbaas1942 paywalled - retrievable via NYU library); anisotropy rests on one source; no measured solar absorptance for a printed wall exists anywhere found (lab measurement, not a citation gap); f_sky, shield_solar_factor, shield_conv_boost, pre-heat closure and h_fan_V2 remain uncited"
EN-W05,2026-09-24,P0,Agent,EN-W03,"Task 3 (P0.3): specify the first physical experiment, its data contract and its measurement budget; owner decision packet",docs/specs/pilot-readiness/pilot-design-2026-09-24.md (R1-R3); docs/OWNER_DECISIONS_2026-09-24.md (R4),"Three-variant design (V0/V0P/V1 + reference) built around a night/day discriminator and an optional unpowered arm, because the literature's only evidence-based cause separation points at solar not electronics; no hardware, dimension, calibration record, permission or measurement invented - every unresolved value carries an acquisition route; data mapping CHOSEN (one CSV per variant + manifest) preserving the existing single-pair intake unchanged, option (b) explicitly rejected, implementation deferred to an owner-approved PR; uncertainty budget lists nine components separately and applies GUM 5.2.2/5.2.4 to the shared-reference correlation (adds linearly, ~3x anti-conservative if ignored); U95<=0.5 C restated as u_c<=0.25 C with the G.6.6 conditions to be demonstrated; data-readiness thresholds QUOTED from the protocol not redefined; scientific tolerance left TBD and the simulated 1.4771 C explicitly prohibited as a threshold; 15-row owner packet with status semantics where a sent request is pending not accepted",python analysis/check_literature_coverage.py (59/59); full suite 104 OK; tables byte-identical; links resolve,6,done,docs/specs/pilot-readiness/pilot-design-2026-09-24.md,"All 15 owner/PI decisions remain open; six quantities can only be closed by measurement (notably internal power in W and solar absorptance of a printed wall, neither of which exists in any source found)"
EN-W06,2026-09-25,P1,Agent,EN-W05,"Friday F1-F4: cross-document consistency review, full gate set, weekly evidence packet",evidence/task-week-2026-09-21/README.md,"14 automated consistency checks pass; 6 flags raised and ALL SIX individually inspected and confirmed false positives with the reason recorded, none dismissed unread; the checker's own weaknesses (line-scoped negation, coverage-vs-uncertainty percentage) documented so the next run is not falsely reassured; thresholds verified quoted-not-redefined; 1.4771 C never used as a threshold; bib=ProConsList=matrix=59 with 2 full-read-pending carrying no content; all relative links resolve; 10-command gate set passes with thermal tables byte-identical and all output to fresh paths; packet records base/candidate SHAs, what was NOT attempted and why, and the exact next gate",compileall 0; unittest 104 OK; coverage 59/59; check_presentation 0; test_presentation OK; nondimensional R^2 0.97217 kill criterion TRIPPED; matched_control 24 cases; thermal day+night byte-identical; git diff --check 0,2,done,evidence/task-week-2026-09-21/README.md,CAD not attempted - EN-CAD-02 owner geometry inventory is the blocking predecessor and no enclosure dimension is accepted; all 15 owner decisions open; agent-buildable queue is empty of unblocked substantive work until Direction A/B is answered
EN-W07,2026-09-24,P0,Agent,EN-W06,"Apply verified corrections from the 2026-09-24 literature critique (work package 1): Study A verdict, night discriminator, uncertainty direction, novelty narrowing, eps bug",analysis/nondimensional.py (eps consistency; balance_residual; balance_residual_nonsingular; corrected CLI wording); analysis/tests/test_nondimensional.py (ExactBalanceTests; LinearisationErrorTests rename); docs/studyA_nondimensional.md; docs/specs/pilot-readiness/pilot-design-2026-09-24.md; docs/PHD_SCOPE_AND_NOVELTY.md; docs/research-direction-2026-09-21.md; docs/COMPETITOR_MATRIX_2026-09-22.csv,"Three load-bearing critique claims independently verified before acceptance: exact nonlinear dimensionless balance max residual 5.478e-9 over all 1944 DOE points (critique claimed 5.48e-9); night counterexample Q=0.102972 W yields -1.2e-8 C bias; eps argument ignored by theta_full. Study A 'no universal law / kill criterion tripped' verdict WITHDRAWN - it measured linearisation error, not similarity failure. Night/day discriminator D1 replaced with a correlational statement; controlled power intervention promoted to the first mechanism experiment with a 7-point protocol and a C/W estimand. Shared-reference 'anti-conservative ~3x' framing WITHDRAWN - that transplanted a GUM sum example onto a difference, where a common reference cancels exactly and ignoring positive covariance OVERSTATES the difference uncertainty. Air-STORM added as a direct competitor; categorical 'nobody has' novelty claims replaced with bounded search-record wording; degree-scope verdict withdrawn. Temperature-only-cannot-validate-RH and three-designs-cannot-separate-factors limits recorded.","PYTHONPATH=. python -m unittest discover -s analysis/tests (107 OK, was 104); ExactBalanceTests max residual < 1e-6; coverage 59/59; tables byte-identical",5,done,docs/studyA_nondimensional.md,"Physical accuracy and cross-design transfer remain untested; the narrowed gap is provisional until a documented broader search; work packages 2-4 of the critique (experiment contract, model-comparison contract, implementation tickets) not yet done"
EN-W08,2026-09-24,P1,Agent,EN-W07,Consistency sweep after the critique corrections: remove withdrawn claims left in document bodies; add correction pointers to dated evidence,docs/PHD_SCOPE_AND_NOVELTY.md (body s1/s2/s4 table); docs/studyA_nondimensional.md (intro + s5 heading); docs/research-direction-2026-09-21.md; docs/OWNER_DECISIONS_2026-09-24.md (row 14); ProConsList/shlipak2025.md; literature/REVIEW_2026-09-22.md (s4); literature/sensor_material_geometry_summary.md; evidence/week-2026-09-21/baseline.md and evidence/task-week-2026-09-21/README.md (pointers only),"Repo-wide grep found six live documents still asserting the withdrawn claims in their BODIES while the erratum sat only at the end; a reader hits the body first. All corrected in place. The invalid causal inference 'night convergence shows solar dominates' removed from ProConsList/shlipak2025.md, the literature review and the summary table - the critique named these files and the earlier pass had missed them. Categorical 'nobody has measured the watts' replaced with bounded search-record wording in the literature review to match the scope doc. Dated evidence records PRESERVED unchanged with a correction notice appended, per the repo's A2 convention of correcting current summaries without rewriting dated history.",grep sweep: no unqualified 'kill criterion' or 'solar dominates' outside correction text; PYTHONPATH=. python -m unittest discover -s analysis/tests (107 OK); coverage 59/59; tables byte-identical; all links resolve,2,done,docs/studyA_nondimensional.md,"Critique work packages 2-4 (experiment contract, model-comparison and Study B verification contracts, implementation tickets) still outstanding"
EN-W09,2026-09-24,P0,Agent,EN-W08,"Critique work packages 2-4: experiment contract, Study B verification repairs and identifiability, implementation tickets, owner packet rows 16-21",docs/specs/pilot-readiness/experiment-contract-2026-09-24.md (WP2); docs/specs/study-b-cht/design.md s9 (WP3); docs/specs/implementation-tickets-2026-09-24.md (WP4); docs/OWNER_DECISIONS_2026-09-24.md rows 16-21,"WP2: six-node map with a commissioning adequacy test against the 0.25 C u_c target; intervention matrix I1-I6 where every mechanism is either an intervention with a named estimand or explicitly labelled association; I1 (controlled power) is the first experiment with an 8-point protocol, estimand C/W, and the fan-coupling confound called out; power and airflow state registers where an unknown fan state disqualifies the interval from I1 but is retained in coverage; T/RH auxiliary channels required before any RH claim with an explicit narrow-to-temperature fallback; contrast table stating what each comparison CANNOT answer; replication from minimum useful effect and pilot variance; stopping rule triggered only by missing exposure coverage. WP3: separates numerical verification from correlation comparison from physical validation; withdraws the Churchill-Chu 10 percent tolerance as a trend check while that source is full-read-pending; forbids double-counting convection; strengthens mesh convergence to refinement ratios plus non-monotonic checks; fixes the energy-residual divide-by-zero at G=0 and Q=0; makes open-vent-lowers-dT conditional; adds the target-leakage rule and a parameter-identification ledger tying each confounded pair to the intervention that breaks it. WP4: four tickets each with input/output contract and failure cases that must fail loudly, including a regression pinning the correlation sign convention that the pilot spec originally got backwards.",PYTHONPATH=. python -m unittest discover -s analysis/tests (107 OK); coverage 59/59; tables byte-identical; links resolve,7,done,docs/specs/pilot-readiness/experiment-contract-2026-09-24.md,"Specifications only - no experiment authorised, no ticket implemented; owner decisions now 21 rows all open; T1-T4 require approved implementation PRs"
EN-W10,2026-09-25,P1,Agent,EN-W09,"T2: combined standard uncertainty by linear propagation, to the corrected contract",analysis/uncertainty.py; analysis/tests/test_uncertainty.py (25 tests),"Small linear covariance calculation only - no distribution inference, no free-text equation evaluation, no Monte Carlo. u_c^2 = c^T Sigma c with variance and covariance terms reported SEPARATELY because a covariance term may be negative. Refuses: a missing uncertainty defaulting to zero; a covariance matrix that is pairwise legal but not positive semidefinite (Jacobi eigenvalue check, stdlib only); the identical-reference cancellation applied to distinct nodes; and printing any coverage probability without a supplied basis. Physically required singular matrices are PRESERVED. Seven known-answer fixtures with hand-derived expectations incl. the GUM 5.2.2 resistor case (shared 1.0 ohm vs independent 0.3162278 ohm) and the sign-convention pin (r=0.5 gives sqrt(3) for a sum, 1 for a difference) that the pilot spec originally got backwards.",PYTHONPATH=. python -m unittest analysis.tests.test_uncertainty (25 OK); full suite 132 OK; coverage 59/59; tables byte-identical,3,done,analysis/tests/test_uncertainty.py,T1/T3/T4 remain specified but unimplemented; no interval from a real campaign is claimed
EN-M01,2026-09-25,P0,Owner,EN-CAD-02,Measure the four lab-required geometry inputs on the existing printed enclosures,"Values for P-APROJ-V0, P-ACONV-V0, P-APROJ-SH, P-ACONV-SH in docs/PARAMETER_REGISTER.csv","Direct inspection of the existing hardware with suitable tools; record instrument and conditions; A_conv is the EFFECTIVE COUPLED area, not total CAD surface, and the mapping must be written down; missing CAD is not a reason to skip usable hardware",Register rows move from provisional_estimate/LAB_REQUIRED to measured_input with an instrument named,2,open,docs/PARAMETER_REGISTER.csv,Owner action - hardware exists; blocks every daytime quantitative result
EN-M02,2026-09-25,P0,Owner,EN-M01,Measure internal electrical input power (V and I) at the enclosure,Value for P-QINT-V0 and P-QINT-SH,"Measured voltage and current, not rated watts; sampling declared because mean(V*I) != mean(V)*mean(I); airflow state held fixed and recorded; separates electrical input from heat reaching the sensor zone",P-QINT-* move to measured_input; I1 becomes executable,2,open,docs/specs/pilot-readiness/experiment-contract-2026-09-24.md,Needs owner permission rows 17/18; no source located measures this for a low-cost AQ enclosure
EN-M03,2026-09-25,P1,Owner,,Resolve the seven uncited model inputs identified by the provenance audit,"Sources or measurements for P-FSKY-V0, P-FSKY-SH, P-PHI, P-CBOOST, P-PREHEAT, P-PREHALF, P-HFAN",f_sky is geometric and derivable from CAD; PHI/CBOOST/PREHEAT are measurement targets via I2/I3 because their COMBINATION drives the advantage reversal; PREHALF and HFAN may be deferred with a stated trigger,Register rows leave UNCITED; the reversal in C-ADV-COMB becomes attributable,4,open,docs/ENGINEERING_AUDIT_2026-09-25.md,Three of these are the axes whose combination reverses the shield advantage
EN-M04,2026-09-25,P1,Owner,,Decide the five contradicted-by-source model inputs,"Disposition for P-TSKY, P-HFLOOR, P-HSLOPE, P-EPS, P-ALPHA-V0","Each has a located source that disagrees; changing any moves every published number, so this is an owner decision recorded prospectively, not an audit action; declare WHICH wind h is referenced to",Register rows leave CONTRADICTED_BY_SOURCE with a dated decision,3,open,literature/REVIEW_2026-09-22.md,"Repository-wide numeric consequences; must be prospective, not applied after seeing results"
